Produto/Unidade,Nível de Comercialização,U.F.,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,ES,,,,,,,,,,,"25,74","29,48"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (500 g),ATACADO,ES,,,,,,,,,,,"2,30","2,18"
MAMÃO FORMOSA (kg),ATACADO,ES,"1,66","1,45","1,50","1,71","1,30","1,43","1,67","1,19","1,10","1,26","1,40","1,75"
MARACUJÁ AZEDO (kg),ATACADO,ES,"2,99","2,51","3,71","2,75","2,21","2,27","2,50","3,90","4,74","6,02","4,29","4,46"
MAÇÃ NACIONAL (kg),ATACADO,ES,"3,28","2,69","2,25","2,23","2,30","2,45","2,60","2,69","2,83","3,29","3,75","4,43"
MILHO EM GRÃOS (60 kg),ATACADO,ES,"33,48","33,31","34,22","34,29","32,71","29,25","29,35","30,83","34,58","38,35","39,00","39,50"
OLEO DE SOJA REFINADO (20 latas),ATACADO,ES,,,,,,,,,,,"63,53","64,74"
OVOS DE GALINHA BRANCO EXTRA (30 dz),ATACADO,ES,"55,45","71,85","74,00","69,75","61,60","67,00","65,80","68,00","62,13","66,80","71,25","73,50"
OVOS DE GALINHA GRANDE BRANCO (30 dz),ATACADO,ES,,,,,,,,,,"68,60","68,00",
OVOS DE GALINHA VERMELHO EXTRA (30 dz),ATACADO,ES,"64,38","84,49","87,25","83,13","76,00","82,88","80,90","81,13","70,88","74,60","77,75","83,50"
PIMENTÃO VERDE (kg),ATACADO,ES,"1,12","2,16","2,10","2,23","1,97","1,92","1,71","1,48","1,31","1,69","1,30","1,33"
QUIABO (kg),ATACADO,ES,"1,36","2,04","1,51","2,14","3,45","2,24","2,47","2,34","2,06","2,47","2,24","1,67"
SORGO GRANÍFERO EM GRÃOS (60 kg),ATACADO,ES,"28,10","27,63","28,31","29,04","28,50","26,25","24,80","25,31","29,13","33,10","33,25","34,50"
TANGERINA (kg),ATACADO,ES,,"3,87","3,17","1,95","0,80","0,60","0,86","1,39","2,16","2,43","2,62","2,82"
TOMATE (kg),ATACADO,ES,"1,59","2,14","2,02","3,23","3,83","1,89","2,32","1,78","1,39","1,56","1,96","2,70"
ABACAXI PÉROLA (kg),PRODUTOR,ES,"1,23","1,74","1,89","1,78","1,76","1,87","1,65","1,64","1,43","1,21","1,35","1,38"
ALHO (kg),PRODUTOR,ES,"4,00",,,,,,,,,,,
AMÊNDOA DE CACAU (60 kg),PRODUTOR,ES,,,,,,,,,,"535,00","553,75","595,00"
BADEJO CONGELADO (kg),PRODUTOR,ES,"24,00","24,65","22,75","22,05","20,04","18,50","19,76","21,20","21,40","21,27","21,85","23,60"
BANANA DA TERRA (kg),PRODUTOR,ES,,,,,,,"1,50","1,58","1,45","1,15","1,13","1,50"
BANANA PRATA (20 kg),PRODUTOR,ES,"12,87","19,00","22,17","20,25","21,27","23,67","17,67","13,67","13,33","10,53","10,30","11,00"
BANANA PRATA (kg),PRODUTOR,ES,"0,63","0,90","0,98","1,01","1,15","1,24","0,91","0,60","0,59","0,51","0,65","0,88"
BATATA INGLESA (50 kg),PRODUTOR,ES,"90,60","90,00","90,00","90,00",,,"63,40","62,50","65,00","51,00","85,00","101,75"
BATATA-DOCE (20 kg),PRODUTOR,ES,"23,00",,,,,,,,,,,
BATATA-DOCE (kg),PRODUTOR,ES,,,,,,,,,,,,"1,13"
BEZERRO ATÉ 1 ANO (un),PRODUTOR,ES,"811,83","786,46","822,08","856,07","845,16","855,66","869,70","887,86","875,97","893,12","946,84","928,28"
BOI GORDO (15 kg),PRODUTOR,ES,"127,44","125,53","125,57","127,75","129,08","130,99","132,67","132,83","134,17","136,28","139,40","141,72"
BORRACHA CERNAMBI VIRGEM PRENSADO (kg),PRODUTOR,ES,"1,88","1,89","1,92","2,07","2,12","2,22","2,25","2,25","2,36","2,39","2,36","2,38"
BORRACHA NATURAL (kg),PRODUTOR,ES,,,,,,"2,22","2,25","2,25","2,28","2,37","2,36","2,38"
CACAU (60 kg),PRODUTOR,ES,"417,00","412,50","447,50","440,00","455,00","486,25","482,00","480,00","496,25","538,00","553,75","595,00"
CAFÉ ARÁBICA (60 kg),PRODUTOR,ES,"290,50","298,50","297,50","302,00","298,10","303,88","308,40","321,25","322,88","330,30","323,88","332,25"
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)",PRODUTOR,ES,"445,00","430,00","392,50","412,50","418,00","427,50","411,00","426,67","398,67","432,00","423,75","432,50"
CAFÉ ARÁBICA TIPO 7 (60 kg),PRODUTOR,ES,,,,,,"304,50","305,00","325,50","324,75","323,20","321,00","328,88"
CAFÉ ARÁBICA TIPO 7 E Rio 12% UMIDADE (60 kg),PRODUTOR,ES,,,,,,,,,,,"335,00",
CAFÉ CONILLON (60 kg),PRODUTOR,ES,"265,70","276,97","285,26","281,79","276,04","281,21","286,99","315,11","324,51","344,71","359,42","363,46"
CAFÉ CONILLON TIPO 7 (60 kg),PRODUTOR,ES,,,,,,,,,,,"358,67","363,56"
CAMARÃO SETE BARBA (kg),PRODUTOR,ES,"11,41","11,97","12,91","17,11",,"9,42","9,72","9,29","9,63","9,34","9,94","10,75"
CANA DE AÇÚCAR (t),PRODUTOR,ES,"52,30","35,83","38,76","38,30","38,69","36,64","50,61","50,45","50,59","52,49","53,69","54,17"
CARNE DE FRANGO PARA CORTE (kg),PRODUTOR,ES,"2,76","2,71","2,80","2,74","2,58","2,61","2,72","2,72","2,83","3,00","3,12","3,15"
CARNE SUÍNA PARA CORTE (15 kg),PRODUTOR,ES,"97,39","88,80","87,35","74,25","67,44","74,49","76,34","76,88","79,69","87,06","87,61","85,35"
CAÇÃO CONGELADO (kg),PRODUTOR,ES,"13,80","13,38","13,88","14,10","11,20","10,20","10,54","10,75","11,40","13,02","13,45","13,35"
DOURADO CONGELADO (kg),PRODUTOR,ES,"11,12","11,83","13,31","12,59","10,66","10,11","10,58","10,68","11,16","10,34","10,30","8,90"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,ES,"151,00","140,00","140,00","132,50","130,00","135,00","118,00","120,00","120,00","128,00","140,00","160,00"
FEIJÃO COMUM PRETO (60 kg),PRODUTOR,ES,"133,67","148,08","142,08","148,17","150,00","138,13","113,00","104,38","118,75","135,50","128,88","153,08"
FRANGO VIVO (kg),PRODUTOR,ES,,,,,,,,,,"3,00","3,12","3,15"
INHAME (kg),PRODUTOR,ES,"1,92","1,62","1,33","1,13","1,07","0,96","0,93","1,00","0,91","1,12","1,68","1,65"
LEITE DE VACA (l),PRODUTOR,ES,"0,86","0,83","0,84","0,87","0,89","0,99","0,96","0,98","0,99","0,99","0,99","0,98"
LEITE DE VACA IN NATURA (l),PRODUTOR,ES,,,,,,,,,,,"0,99","0,98"
MARACUJÁ AZEDO (kg),PRODUTOR,ES,"1,12","1,40","1,90","1,93","1,44","1,50","1,50","1,75","1,93","2,74","2,50","1,80"
MILHO EM GRÃOS (60 kg),PRODUTOR,ES,"33,20","34,27","33,00","35,50","34,00","31,00",,,,,"40,41","40,12"
NOVILHO PARA ENGORDA (15 kg),PRODUTOR,ES,,,,,,,,,,"217,49","241,29","235,28"
OVOS DE GALINHA EXTRA A (dz),PRODUTOR,ES,"1,86","2,48","2,61","2,44","2,13","2,40","2,30","2,58","2,19","2,24","2,34","2,53"
OVOS DE GALINHA GRANDE (dz),PRODUTOR,ES,"1,76","2,43","2,50","2,34","2,01","2,30","2,20","2,48","2,11","2,14","2,23","2,43"
OVOS DE GALINHA GRANDE BRANCO (30 dz),PRODUTOR,ES,,,,,,,,,,"65,75","67,25","72,75"
OVOS DE GALINHA MÉDIO (dz),PRODUTOR,ES,"1,66","2,24","2,38","2,20","1,91","2,13","2,06","2,35","2,03","2,02","2,13","2,33"
PEROÁ CONGELADO (kg),PRODUTOR,ES,"14,16","14,00","12,28","9,33","4,91","4,48","3,92","3,03","3,19","2,97","2,69","2,67"
PIMENTA DO REINO (kg),PRODUTOR,ES,"20,15","20,16","23,29","24,79","24,55","26,94","28,10","27,94","29,31","29,40","26,50","23,56"
PIMENTÃO VERDE (kg),PRODUTOR,ES,,,,,,,,,,,"1,54","1,28"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,ES,"105,69","100,42","94,13","98,85","99,90","81,93","68,66","55,73","53,84","49,07","52,03","104,07"
SARDA CONGELADO (kg),PRODUTOR,ES,"11,44","11,15","10,90","11,50","10,54","10,25","10,30","10,00","10,03","10,45","10,70","10,20"
TOMATE (kg),PRODUTOR,ES,"1,15","1,83","1,69","2,79","3,31","1,70","2,04","1,43","1,08","1,34","1,77","2,36"
UVA ISABEL (kg),PRODUTOR,ES,"4,00",,,,,,,,,,,
BATATA INGLESA (kg),VAREJO,ES,,,,,,,,,,,"4,37","3,91"
CARNE BOVINA COSTELA (kg),VAREJO,ES,,,,,,,,,,"12,71","12,36","12,30"
CARNE DE FRANGO CONGELADO (kg),VAREJO,ES,,,,,,,,,,"5,54","5,85","5,76"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,ES,,,,,,,,,,"7,61","7,60","6,72"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (kg),VAREJO,ES,,,,,,,,,,"11,82","11,96","11,58"
CEBOLA (kg),VAREJO,ES,,,,,,,,,,,"4,02","4,22"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,ES,,,,,,,,,,,"3,49","3,75"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,ES,,,,,,,,,,,"2,32","2,37"
PÃO FRANCÊS (kg),VAREJO,ES,,,,,,,,,,,"10,98","10,71"
TOMATE (kg),VAREJO,ES,,,,,,,,,,,"5,06","4,95"
ABACAXI (un),ATACADO,GO,"3,81","3,75","2,50","3,83","3,39","3,50","3,60","3,35","3,41","3,59","3,56","3,25"
ALHO (kg),ATACADO,GO,"7,40","8,50","9,63","10,25","10,20","10,75","10,40","10,00","10,38","11,90","14,00","14,63"
ALHO CHINÊS (10 kg),ATACADO,GO,"80,00","90,00","95,00","110,00","109,00","110,00","106,00","116,25","117,50","128,00","140,00","152,50"
ALHO NACIONAL (10 kg),ATACADO,GO,"71,00","85,00","95,00",,,,"102,50","110,00","110,00","117,00","138,33","135,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,GO,"58,45","63,94","62,69","63,77","61,60","59,56","60,68","61,31","63,06","66,73","69,25","69,00"
ARROZ LONGO FINO BENEFICIADO TIPO 2 (30 kg),ATACADO,GO,,,,,,,,,,,,"61,00"
ARROZ LONGO FINO BENEFICIADO TIPO 3 (30 kg),ATACADO,GO,"52,50","47,94","49,56","49,39","49,40","47,94","45,70","45,50","46,75","48,33","49,10","47,87"
AÇÚCAR CRISTAL (30 kg),ATACADO,GO,,,,,,,,,,,,"66,71"
BANANA NANICA (kg),ATACADO,GO,"1,58","1,41","1,57","1,66","1,66","1,66","1,63","1,64","1,65","1,62","1,77","2,00"
BANANA PRATA (kg),ATACADO,GO,"1,87","1,93","2,44","2,55","2,61","2,40","2,16","2,00","1,98","1,83","1,87","2,13"
BATATA INGLESA (kg),ATACADO,GO,"2,98","2,68","3,27","1,27","1,43","2,30","2,19","1,73","1,87","1,41","2,98","2,77"
BATATA-DOCE (kg),ATACADO,GO,"1,09","1,25","1,25","1,25","1,23","1,13","1,25","1,25","1,14","1,10","1,28","1,32"
CAFÉ MOÍDO E TORRADO (10 kg),ATACADO,GO,,,,,,,,,,,,"65,22"
CARNE BOVINA DIANTEIRO COM OSSO (25 - 30 kg),ATACADO,GO,,,,,,,,,,"242,25",,
CARNE BOVINA PONTA DE AGULHA (25 - 30 kg),ATACADO,GO,,,,,,,,,,"257,38",,
CARNE BOVINA QUARTO DIANTEIRO COM OSSO (kg),ATACADO,GO,"7,68","8,13","8,45","8,70","8,90","9,18","8,84","8,70","9,24","9,09","9,45","9,22"
CARNE BOVINA QUARTO TRASEIRO COM OSSO (kg),ATACADO,GO,"11,00","11,56","12,11","12,50","12,16","11,95","11,01","11,49","11,80","11,81","12,30","12,03"
CARNE DE FRANGO CONGELADO (20 kg),ATACADO,GO,,,,,,,,,,"95,40",,"99,27"
CARNE DE FRANGO CONGELADO (kg),ATACADO,GO,,,,,,,,,,"4,77",,"4,96"
CARNE DE FRANGO RESFRIADO (20 kg),ATACADO,GO,,,,,,,,,,"99,80",,"127,00"
CARNE DE FRANGO RESFRIADO (kg),ATACADO,GO,,,,,,,,,,"4,99",,"6,38"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (12 kg),ATACADO,GO,,,,,,,,,,"141,30",,"128,79"
CAROÇO DE ALGODÃO (t),ATACADO,GO,"497,60","500,00","500,00","500,00","500,00","600,00","600,00","625,00","650,00","620,00","616,25","605,00"
CARÁ (kg),ATACADO,GO,"2,34","2,12","2,10","2,24","2,01","2,17","1,91","1,73","1,82","2,09","3,87","4,27"
CEBOLA (kg),ATACADO,GO,"1,69","1,97","2,42","2,79","3,85","4,13","4,67","4,00","2,53","1,33","2,47","2,58"
COCO VERDE (un),ATACADO,GO,"2,00","2,00","2,00","2,00","2,00","2,00","1,85","1,80","1,78","1,71","1,90","1,97"
FARINHA DE MANDIOCA (50 kg),ATACADO,GO,"147,00","152,50","145,00","145,00","144,00","143,13","145,00","154,38","157,50","155,50","151,50","151,50"
FARINHA DE TRIGO COMUM (50 kg),ATACADO,GO,,,,,,,,,,,,"119,11"
FEIJÃO COMUM CORES (60 kg),ATACADO,GO,"242,82","240,15","237,95","234,57","213,10","237,35","226,52","200,68","216,50","209,04","252,55","279,47"
FEIJÃO COMUM PRETO (60 kg),ATACADO,GO,"233,67","237,81","229,80","231,50","223,04","225,65","220,92","225,00","219,50","228,12","234,34","252,27"
FÉCULA DE MANDIOCA (25 kg),ATACADO,GO,"56,20","49,50","48,00","48,00","48,00","48,00","48,00","39,00","36,00","45,60","48,00","48,00"
INHAME (kg),ATACADO,GO,"2,66","2,29","2,36","2,08","2,03","1,87","1,64","1,66","1,72","2,05","3,33","3,19"
LARANJA PERA (kg),ATACADO,GO,"0,85","0,80","0,80","0,80","0,80","0,80","0,88","0,90","0,90","0,95","1,05","1,00"
LEITE DE VACA EM PÓ INTEGRAL (kg),ATACADO,GO,"17,12","16,99","17,93","18,95","18,98","20,24","19,66","19,44","19,75","19,75","20,88","21,25"
LEITE DE VACA LONGA VIDA INTEGRAL (12 l),ATACADO,GO,,,,,,,,,,,,"27,03"
MAMÃO FORMOSA (kg),ATACADO,GO,"1,79","1,80","1,70","2,00","1,75","1,50","1,86","2,00","1,67","1,52","1,50","1,83"
MARACUJÁ AZEDO (kg),ATACADO,GO,"2,91","2,44","2,00","2,00","2,00","2,25","2,50","2,50","4,17","4,66","4,16","4,30"
MAÇÃ NACIONAL (kg),ATACADO,GO,"3,83","4,00","4,00","4,00","4,00","4,00","2,88","2,50","2,64","4,10","6,21","3,40"
MILHO EM GRÃOS (60 kg),ATACADO,GO,,,,,,,"21,50","21,69","25,18","27,41","27,58","28,51"
OLEO DE SOJA REFINADO (20 latas),ATACADO,GO,,,,,,,,,,,,"57,83"
OVOS DE GALINHA GRANDE BRANCO (30 dz),ATACADO,GO,,,,,,,,,,"101,10",,"74,00"
PEQUI COM CASCA (25 kg),ATACADO,GO,,,,,,,,,,,,"25,00"
PIMENTÃO VERDE (kg),ATACADO,GO,"3,00","3,31","4,08","5,17","4,19","4,00","2,50","2,38","2,28","3,42","2,75","2,92"
QUIABO (kg),ATACADO,GO,"2,19","3,30","2,02","1,90","2,10","2,14","3,26","2,28","2,60","2,28","2,32","2,20"
TANGERINA (kg),ATACADO,GO,"0,90","0,90","0,90","0,90","0,90","0,90","0,90","0,90","0,90","1,27","2,44","3,18"
TOMATE (kg),ATACADO,GO,"3,44","3,63","2,95","3,94","4,32","2,27","1,93","1,59","1,45","1,71","2,78","3,48"
ABACAXI PÉROLA (t),PRODUTOR,GO,"1.133,87",,"1.674,58","1.679,17","1.788,00","1.801,67","1.904,00","1.690,83","1.635,00","1.707,87","1.672,56","1.780,00"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,GO,"19,24","19,15","19,69","21,13","21,40","21,36","21,40","21,65","22,88","22,52","22,10",
ALGODÃO EM PLUMA (15 kg),PRODUTOR,GO,"49,88","50,60","53,50","66,65","69,53","67,25","69,08","72,45","74,45","76,98","75,88","71,05"
ALGODÃO EM PLUMA TIPO BÁSICO - SLM 41-4 BRANCO (15 kg),PRODUTOR,GO,,,,,,,,,,,"73,80","71,90"
ALHO COMUM (10 kg),PRODUTOR,GO,,,,,,,,,,,"105,00","113,75"
ALHO ROXO NOBRE 5 (10 kg),PRODUTOR,GO,"40,00","40,00",,,,,,"87,50",,"96,67","102,50","113,75"
ALHO ROXO NOBRE COMERCIAL T5 (10 kg),PRODUTOR,GO,"50,00","50,00",,,,,,"100,00",,,,
ALHO ROXO NOBRE ESPECIAL T5 (10 kg),PRODUTOR,GO,"60,00","60,00",,,,,,"100,00",,,,
AMÊNDOA DE BARU (kg),PRODUTOR,GO,,,,,,,"22,25","22,25","26,13","30,00","30,00","30,00"
ARROZ LONGO FINO EM CASCA TIPO 1 (60 kg),PRODUTOR,GO,"48,15","42,93","43,44","40,35","43,15","44,53","46,59","42,89","44,26","46,48","48,44","47,69"
ARROZ LONGO FINO EM CASCA TIPO 2 (60 kg),PRODUTOR,GO,"41,33","40,17","38,50","40,50","41,10","39,83","40,87","41,00","41,00","41,80","44,00","45,00"
ARROZ LONGO FINO EM CASCA TIPO 3 (60 kg),PRODUTOR,GO,,,"41,50",,,,,,,,,
BANANA PRATA (20 kg),PRODUTOR,GO,"16,45","18,00","18,64","18,56","20,08","18,89","16,78","13,94","12,94","10,00","12,32","16,69"
BARU FRUTO (kg),PRODUTOR,GO,"0,46","0,50","0,50",,,,"0,35","0,35","0,40","0,45","0,45","0,45"
BOI GORDO (15 kg),PRODUTOR,GO,"138,79","137,31","137,31","141,61","141,15","139,30","135,34","132,65","135,69","138,69","139,98","138,42"
BORRACHA NATURAL DRC 53% (kg),PRODUTOR,GO,"1,61","1,66","1,69","1,80","1,81","1,82","1,83","1,87","1,87","1,85","1,84","1,84"
CAFÉ ARÁBICA (60 kg),PRODUTOR,GO,"440,56","434,09","429,48","423,94","396,23","409,68","400,45","424,59","403,59","405,36","425,99","446,31"
"CAFÉ ARÁBICA TIPO 6, BEBIDA DURA (60 kg)",PRODUTOR,GO,,,,,,,,,,,"435,00","445,00"
CAROÇO DE ALGODÃO (15 kg),PRODUTOR,GO,"7,40","7,82","9,00","9,00","9,00","9,00","9,00","9,26","9,41","9,98","9,56","9,30"
CAROÇO DE ALGODÃO (t),PRODUTOR,GO,,,,,,,,,,,"598,75","590,00"
FEIJÃO COMUM CORES (60 kg),PRODUTOR,GO,"155,20","160,56","153,49","131,68","132,53","137,24","135,18","115,90","128,09","123,35","163,70","205,59"
FEIJÃO COMUM PRETO (60 kg),PRODUTOR,GO,"158,81","153,56","153,56","142,19","134,25","126,35","129,00","126,06","134,38","139,00","147,19","154,06"
FRANGO VIVO (kg),PRODUTOR,GO,,,,,,,,,,"2,90","3,10","3,10"
GIRASSOL (60 kg),PRODUTOR,GO,"48,00","53,50","56,13","54,83","53,60","52,75","53,70","52,88","54,38","62,20","60,96","63,38"
LEITE DE VACA (l),PRODUTOR,GO,"0,96","0,95","0,98","0,98","0,98","0,99","0,99","1,01","1,04","1,00","0,98","0,98"
MILHO EM GRÃOS (60 kg),PRODUTOR,GO,"22,79","23,24","24,19","23,96","20,20","18,52","19,24","19,44","22,63","25,12","25,79","26,47"
NOVILHO PARA ENGORDA (cabeça),PRODUTOR,GO,,,,,,,,,,"1.617,67","1.685,00","1.667,92"
OVOS DE GALINHA GRANDE BRANCO (30 dz),PRODUTOR,GO,,,,,,,,,,"63,00","71,00","77,50"
PEQUI COM CASCA (kg),PRODUTOR,GO,"0,50","0,80","0,80",,,,,,,,"0,66","0,70"
RAIZ DE MANDIOCA PARA FARINHA (t),PRODUTOR,GO,"426,52","425,87","438,02","388,33","381,52","383,35","391,60","374,06","373,69","370,21","338,25","348,87"
SOJA EM GRÃOS (60 kg),PRODUTOR,GO,"54,11","55,27","60,38","59,68","56,20","55,85","58,47","60,42","63,91","67,36","66,87","66,10"
SORGO GRANÍFERO EM GRÃOS (60 kg),PRODUTOR,GO,"17,92","17,74","18,47","18,41","16,55","15,55","15,86","16,19","18,74","20,27","20,94","21,22"
SUÍNO VIVO (kg),PRODUTOR,GO,,,,,,,,,,"4,32","4,30","4,30"
TRIGO EM GRÃOS (60 kg),PRODUTOR,GO,"36,60","39,00","42,75","44,25","43,80","41,25","40,56","40,50","43,95","46,56","45,75","43,50"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,"5,48","5,59","5,36","5,74","5,52","5,38","5,44","5,28","5,50","5,59","5,94","5,89"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (5 kg),VAREJO,GO,"11,85","11,88","12,06","11,81","11,60","12,10","11,78","12,04","12,08","12,36","12,69","12,71"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (kg),VAREJO,GO,"2,77","2,99","2,72","3,08","2,95","2,71","3,06","2,82","2,89","2,74","2,89","3,37"
AÇÚCAR CRISTAL (2 kg),VAREJO,GO,"3,25","3,28","3,26","3,45","3,34","3,29","3,31","3,24","3,37","3,53","4,58","4,95"
AÇÚCAR CRISTAL (5 kg),VAREJO,GO,"7,20","7,46","7,51","7,27","7,26","7,41","7,33","7,19","7,54","8,62","10,76","11,60"
AÇÚCAR CRISTAL (kg),VAREJO,GO,"1,73",,"1,59","1,64","1,70","1,69","1,72","1,78","1,87","1,80","2,89","2,76"
BATATA INGLESA (kg),VAREJO,GO,,,,,,,,,,,"4,00","3,92"
CAFÉ MOÍDO E TORRADO (250 g),VAREJO,GO,"4,10","3,83","4,23","4,28","4,20","4,13","4,23","4,27","4,24","4,17","4,44","4,59"
CARNE BOVINA CHARQUE PA CRAY-O-VAC (500 g),VAREJO,GO,"14,72","13,57","13,66","14,28","13,96","15,79","13,51","14,04","14,85","15,86","16,00","17,85"
CARNE BOVINA CHARQUE PA MANTA (kg),VAREJO,GO,"28,22","26,97","27,00","28,22","27,33","30,18","26,62","28,27","29,58","30,42","30,38","36,10"
CARNE BOVINA PONTA DE AGULHA (kg),VAREJO,GO,,,,,,,,,,,"10,88","10,81"
CARNE DE FRANGO CONGELADO (kg),VAREJO,GO,,,,,,,,,,,"5,43","6,17"
CARNE DE FRANGO RESFRIADO (kg),VAREJO,GO,,,,,,,,,,,"6,19","6,07"
CARNE SUÍNA RESFRIADO PERNIL COM OSSO (kg),VAREJO,GO,,,,,,,,,,,"12,41","11,53"
CEBOLA (kg),VAREJO,GO,,,,,,,,,,,"3,87","4,02"
EXTRATO DE TOMATE (340 g),VAREJO,GO,"2,72","2,70","2,72","2,87","2,81","2,81","2,80","2,90","2,74","2,90","2,92","2,91"
FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg),VAREJO,GO,"8,05","7,25","7,72","7,59","7,18","7,09","7,31","7,48","7,04","7,58","6,86","7,53"
FARINHA DE TRIGO COMUM (kg),VAREJO,GO,,,,,,,,,,,"2,65","3,19"
FARINHA DE TRIGO ESPECIAL (kg),VAREJO,GO,"2,78","2,71","2,84","2,89","2,72","2,88","2,59","2,68","2,77","2,66","3,41","7,19"
FEIJÃO COMUM CORES TIPO 1 (kg),VAREJO,GO,"4,00","4,47","4,62","4,37","4,37","3,99","4,27","4,19","4,14","3,96","4,41","4,90"
FEIJÃO COMUM PRETO TIPO 1 (kg),VAREJO,GO,,,,,,,,,,,"5,01","5,04"
FLOCOS DE MILHO PRE-COZIDO (500 g),VAREJO,GO,"3,01","2,95","3,07","3,01","3,03","3,15","2,97","2,83","2,96","2,79","3,14","2,89"
FUBÁ DE MILHO COMUM MIMOSO (kg),VAREJO,GO,"2,81","2,66","2,76","2,76","2,59","2,59","2,84","2,42","2,72","2,87","2,67","3,09"
LEITE DE VACA EM PÓ INTEGRAL (400 g),VAREJO,GO,"11,65","11,71","11,49","11,35","11,59","11,36","11,23","12,35","11,74","11,52","12,00","12,10"
LEITE DE VACA LONGA VIDA INTEGRAL (l),VAREJO,GO,,,,,,,,,,,"2,38","2,61"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg),VAREJO,GO,,,,,,,,,,,"5,55","5,20"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (500 g),VAREJO,GO,"2,46","2,42","2,30","2,39","2,46","2,39","2,45","2,40","2,51","2,58","2,68","2,56"
OLEO DE SOJA REFINADO (900 ml),VAREJO,GO,"2,51","2,62","2,73","2,82","2,80","2,82","2,69","2,71","2,76","2,70","3,08","3,05"
PÃO FRANCÊS (kg),VAREJO,GO,,,,,,,,,,,"8,69","8,33"
SAL (kg),VAREJO,GO,"1,63","1,70","1,68","1,72","1,75","1,73","1,70","1,73","1,78","1,72","1,82","1,79"
TOMATE (kg),VAREJO,GO,,,,,,,,,,,"4,54","4,71"
ARROZ LONGO BENEFICIADO (60 kg),ATACADO,MA,"72,42","72,86","68,33","65,58","70,00","80,83","91,13","87,33","74,58","72,00","74,18","75,13"
CARNE BOVINA DIANTEIRO COM OSSO (25 - 30 kg),ATACADO,MA,,,,,,,,,,"239,63","250,08","255,25"
CARNE SUÍNA CONGELADO PERNIL COM OSSO (12 kg),ATACADO,MA,,,,,,,,,,"92,80","90,30","94,93"
FARINHA DE MANDIOCA (50 kg),ATACADO,MA,"291,36","265,90","220,64","193,92","141,33","121,42","116,67","114,08","107,75","110,42",,
MILHO EM GRÃOS (60 kg),ATACADO,MA,"35,07","35,03","35,94","34,87","36,87","40,00","40,00","36,63","34,58","34,72","37,83","38,67"
ALGODÃO EM CAROÇO (15 kg),PRODUTOR,MA,"40,00","42,15","43,10","43,10","43,10","43,10","47,00","47,00","47,00","47,00",,
ALGODÃO EM PLUMA (15 kg),PRODUTOR,MA,"53,00","55,85","56,40","56,40","56,40","56,40","65,23","64,00","65,25","70,76","70,50","69,30"
AMENDOIM EM CASCA (25 kg),PRODUTOR,MA,"75,00","75,00","75,00","75,00","73,60","54,25","37,20","32,50","33,50","37,75","36,75","35,75"
ARROZ LONGO EM CASCA (60 kg),PRODUTOR,MA,"44,90","47,16","42,27","41,88","44,48","46,42","47,81","49,82","50,97","48,69","47,90","48,91"
AZEITE DE BABAÇU (l),PRODUTOR,MA,"10,00","10,00","10,00","9,50","9,30","10,00","11,40","12,00","12,00","12,00","10,00",
AÇAÍ FRUTO (kg),PRODUTOR,MA,"2,07","2,08","2,08","2,09","2,25","2,54","2,57","2,57","2,57","2,51","2,43","2,48"
BORRACHA NATURAL (kg),PRODUTOR,MA,"1,74","1,50","1,50","1,54","2,04","2,56","2,60","1,95","1,96","1,88","1,95","2,05"
BURITI FIBRA (kg),PRODUTOR,MA,"30,00","30,00","30,00","30,63","33,00","33,00","33,00","33,00","32,00","28,81","29,14","29,50"
CANA DE AÇÚCAR (t),PRODUTOR,MA,"55,00","57,77","58,54","61,97","66,69","55,00","56,53","60,00","61,50","76,08","86,14","83,80"
CASTANHA DE BABAÇU AMÊNDOA (kg),PRODUTOR,MA,"1,20","1,18","1,16","1,21","1,42","1,55","1,59","1,56","1,58","1,56","1,36","1,31"
CASTANHA DE CAJU EM CASCA (kg),PRODUTOR,MA,"1,95","1,95","1,95","1,91","1,84","1,74","1,70","1,73","1,89","1,95",,
COCO DE BABAÇU (kg),PRODUTOR,MA,"1,00","1,00","1,00","0,95","0,91","1,00","1,08","1,05","1,00","1,03","1,16","1,18"
